level	kabupaten	kecamatan	kelurahan_desa	area_code	filter_segment	honda_ytd_jun_2026	total_market_ytd_jun_2026	market_share_ytd_jun_2026_pct	honda_ytd_jun_2025_comparable	total_market_ytd_jun_2025_comparable	market_share_ytd_jun_2025_comparable_pct	delta_share_points	source_2026	source_2025	period	currentness	data_quality_limit
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	AT High	117	192	60.9375	71	132	53.787879	7.149621	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	AT Low	98	101	97.029703	79	83	95.180723	1.84898	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	AT Mid	80	87	91.954023	71	75	94.666667	-2.712644	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	Cub High	4	4	100.0	1	1	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	Cub Low	23	23	100.0	20	20	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	Cub Mid	5	10	50.0	9	11	81.818182	-31.818182	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	Sport High	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	Sport Low	3	3	100.0	0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	Sport Mid	13	15	86.666667	21	21	100.0	-13.333333	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Pematang Kandis	AREA 1081	OTHERS	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	ALL SEG	131	174	75.287356	84	110	76.363636	-1.07628	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	AT High	15	44	34.090909	9	22	40.909091	-6.818182	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	AT Low	63	63	100.0	38	39	97.435897	2.564103	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	AT Mid	26	27	96.296296	17	18	94.444444	1.851852	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	Cub High	2	7	28.571429	0	3	0.0	28.571429	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	Cub Low	4	4	100.0	8	8	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	Cub Mid	4	12	33.333333	5	13	38.461538	-5.128205	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	Sport High	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	Sport Low	0	0		1	1	100.0		POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	Sport Mid	17	17	100.0	6	6	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO	Sungai Kapas	AREA 1078	OTHERS	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	ALL SEG	18	24	75.0	9	14	64.285714	10.714286	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	AT High	5	10	50.0	2	6	33.333333	16.666667	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	AT Low	10	10	100.0	5	5	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	AT Mid	1	1	100.0	0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	Cub High	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	Cub Low	1	1	100.0	1	1	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	Cub Mid	0	1	0.0	0	1	0.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	Sport High	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	Sport Low	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	Sport Mid	1	1	100.0	1	1	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bedeng Rejo	AREA 1084	OTHERS	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	ALL SEG	41	56	73.214286	25	31	80.645161	-7.430876	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	AT High	10	23	43.478261	3	9	33.333333	10.144928	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	AT Low	13	13	100.0	13	13	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	AT Mid	8	8	100.0	8	8	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	Cub High	0	1	0.0	0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	Cub Low	2	2	100.0	0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	Cub Mid	1	2	50.0	0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	Sport High	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	Sport Low	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	Sport Mid	7	7	100.0	1	1	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Biuku Tanjung	AREA 1083	OTHERS	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bukit Beringin	AREA 1086	ALL SEG	42	52	80.769231	41	48	85.416667	-4.647436	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bukit Beringin	AREA 1086	AT High	2	6	33.333333	1	5	20.0	13.333333	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bukit Beringin	AREA 1086	AT Low	22	23	95.652174	19	19	100.0	-4.347826	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bukit Beringin	AREA 1086	AT Mid	3	3	100.0	3	3	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KELURAHAN_DESA	Merangin	BANGKO BARAT	Bukit Beringin	AREA 1086	Cub High	0	1	0.0	0	1	0.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
