source_id	corpus	source_role	original_source_id	source_class	authority	source_file	searchable_folder	display_path	extension	manifest_sha256	actual_sha256	identity_match	manifest_units_type	manifest_units_total	actual_units_type	actual_units_total	unit_count_match	sheet_names	access_state	resolution_method	duplicate_group	mirror_relationship	storage_class	public_provenance_safe	historical_semantic_review	reconstruction_stage0	reconstruction_stage1	reconstruction_stage2	blocker	notes
WD-SRC-070	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	07. NOS BTL 2026.xlsx		07. NOS BTL 2026.xlsx	xlsx	f265f03458c498c002aad1221e3546799a0b925e2940a3ebe4b8a9989541983c	f265f03458c498c002aad1221e3546799a0b925e2940a3ebe4b8a9989541983c	EXACT_HASH_MATCH	sheets	2	sheets	2	YES	H1 | H23	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-071	DIRECT_UPLOAD	IDENTICAL_DUPLICATE_ALIAS	WD-SRC-024	NOS_2023_HISTORICAL	HISTORICAL_OFFICIAL_REFERENCE	15. NOS ASSDP.pptx		15. NOS ASSDP.pptx	pptx	51f8ce0041127cbdc2380b1fc96154d988dc966f3277dab7cfbf5bbb67ae940a	51f8ce0041127cbdc2380b1fc96154d988dc966f3277dab7cfbf5bbb67ae940a	EXACT_HASH_MATCH	slides	16	slides	16	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED	Identical content SHA256 match with WD-SRC-024		PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-072	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		NOS_2026_CURRENT	CURRENT_OFFICIAL_NETWORK_STANDARD	Checlist NOS 2026 H1 Premises Dealer.xlsx		Checlist NOS 2026 H1 Premises Dealer.xlsx	xlsx	15dda5218cd76d4a62be7e9ccd9767ba8075e5e0cc30f56270cb5d9856cdb18b	15dda5218cd76d4a62be7e9ccd9767ba8075e5e0cc30f56270cb5d9856cdb18b	EXACT_HASH_MATCH	sheets	2	sheets	2	YES	H1 Premises Dealer H123 | H1 Premises Dealer H1	VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-073	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		ND_PLAN_RESHAPE_2026	CURRENT_INTERNAL_STRATEGY_REFERENCE	ND Plan & Reshape Review_Sinsen 2026.pptx		ND Plan & Reshape Review_Sinsen 2026.pptx	pptx	8e8f5e9a3b2d8c0aba3cb3f4e1dc0faed3811ddb6d17342202d9c19facb01279	8e8f5e9a3b2d8c0aba3cb3f4e1dc0faed3811ddb6d17342202d9c19facb01279	EXACT_HASH_MATCH	slides	64	slides	64	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	PARTIAL_SUBSTANTIVE	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-074	DIRECT_UPLOAD	ORIGINAL_SEMANTIC_SOURCE		CHAT_MEMORY_DISCOVERY	DISCOVERY_ONLY	Pasted markdown.md		Pasted markdown.md	md	43f1f2c5e59fa5529468b48f06b8deede685fd7cb4327884cbac175d48f16955	43f1f2c5e59fa5529468b48f06b8deede685fd7cb4327884cbac175d48f16955	EXACT_HASH_MATCH	lines	757	lines	757	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-075	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	5 Weapon Of Influence 285de854621780b3894bc70ae9edb718.md		5 Weapon Of Influence 285de854621780b3894bc70ae9edb718.md	md	ff09e5179a6e3eb1a00fc33807f3e559caa32fd5cce4924eb3c7013436124de0	ff09e5179a6e3eb1a00fc33807f3e559caa32fd5cce4924eb3c7013436124de0	EXACT_HASH_MATCH	lines	713	lines	713	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-076	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	9 Minutes 9 Slides 285de85462178075b929e19d2f415573.md		9 Minutes 9 Slides 285de85462178075b929e19d2f415573.md	md	8afde4868a958bcac9518bd26a771ff4a53f5978a33cf1e1af4131578519eefa	8afde4868a958bcac9518bd26a771ff4a53f5978a33cf1e1af4131578519eefa	EXACT_HASH_MATCH	lines	284	lines	284	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-077	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	AHM efa3ada8accd495faa800193d72c6893.md		AHM efa3ada8accd495faa800193d72c6893.md	md	718b0d9e8c9e08c873173632ae2597fd8e73d616ae69a41e51245828333386f5	718b0d9e8c9e08c873173632ae2597fd8e73d616ae69a41e51245828333386f5	EXACT_HASH_MATCH	lines	972	lines	972	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-078	NOTION	SECRET_EXCLUSION		SECRET_EXCLUDED	FORBIDDEN	[REDACTED_SECRET_NOTE]		[REDACTED_SECRET_NOTE]	md	[REDACTED]	[REDACTED]	EXACT_HASH_MATCH	lines	6	lines	6	YES		EXCLUDED_BY_SECURITY	MANIFEST_METADATA_VERIFIED			EXCLUDED_SECRET	YES	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED		Verified from canonical manifest and evidence inventory.
WD-SRC-079	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	ASSDP Advance 284de854621780dca204c6ec00b7e3ad.md		ASSDP Advance 284de854621780dca204c6ec00b7e3ad.md	md	033b398bd9a2c3c73cec68748540cee5f4c38d5c24b35e04f83eed4a62aef860	033b398bd9a2c3c73cec68748540cee5f4c38d5c24b35e04f83eed4a62aef860	EXACT_HASH_MATCH	lines	202	lines	202	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-080	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	ASSDP Intermediate f2b38f764c394383a08a8b4f912c8174.md		ASSDP Intermediate f2b38f764c394383a08a8b4f912c8174.md	md	6a571760ab1f4fe15fae03a6ff46f15485538a5bd6b880b0776a3b52ad883f71	6a571760ab1f4fe15fae03a6ff46f15485538a5bd6b880b0776a3b52ad883f71	EXACT_HASH_MATCH	lines	11	lines	11	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-081	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	BWI 285de8546217800cb9f8c38666c11b67.md		BWI 285de8546217800cb9f8c38666c11b67.md	md	5b4ce82a461bfff88d2926a303a8aa1605c4496ada499d1273b49bfacc437295	5b4ce82a461bfff88d2926a303a8aa1605c4496ada499d1273b49bfacc437295	EXACT_HASH_MATCH	lines	1843	lines	1843	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-082	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	BWI c68a6699daba4d2bb6ccfff822456f66.md		BWI c68a6699daba4d2bb6ccfff822456f66.md	md	98b656fd0064c071cc7ff6f015eb7aa20f98cb8800955657c0b2daa9e69e4eac	98b656fd0064c071cc7ff6f015eb7aa20f98cb8800955657c0b2daa9e69e4eac	EXACT_HASH_MATCH	lines	1793	lines	1793	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-083	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Change Management 286de854621780a4a9acc9ebb345d1db.md		Change Management 286de854621780a4a9acc9ebb345d1db.md	md	066d4270393aecee9e09c13fcf51b90d14d918835d00ca99647fd00e1f084d37	066d4270393aecee9e09c13fcf51b90d14d918835d00ca99647fd00e1f084d37	EXACT_HASH_MATCH	lines	289	lines	289	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-084	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Data Analytics 19dde8546217807e8f50f06cff3fb851.md		Data Analytics 19dde8546217807e8f50f06cff3fb851.md	md	03ebf0c69a57bc5bf56a76ab399d98e975041fd27de9fbf7b26e05b37d2c5bca	03ebf0c69a57bc5bf56a76ab399d98e975041fd27de9fbf7b26e05b37d2c5bca	EXACT_HASH_MATCH	lines	1837	lines	1837	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-085	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Final Project Presentation 108de85462178023b2e5d7eff76fc8da.md		Final Project Presentation 108de85462178023b2e5d7eff76fc8da.md	md	8281e57ff70dea5cecdf0d46b7f4624aa9d53038255326ffb8bf1cf8f6a65416	8281e57ff70dea5cecdf0d46b7f4624aa9d53038255326ffb8bf1cf8f6a65416	EXACT_HASH_MATCH	lines	1741	lines	1741	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-086	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Final Project Presentation Breakthrough Strategy & 160de85462178026b9b6dd149983e583.md		Final Project Presentation Breakthrough Strategy & 160de85462178026b9b6dd149983e583.md	md	09e25b9b05d8ed91fb38c0b7d994532a3533e043cc6a4bdc213b21cab6a4fdba	09e25b9b05d8ed91fb38c0b7d994532a3533e043cc6a4bdc213b21cab6a4fdba	EXACT_HASH_MATCH	lines	75	lines	75	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-087	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Focus on Your Customer 286de854621780f0bddfe35c65143096.md		Focus on Your Customer 286de854621780f0bddfe35c65143096.md	md	8131c7bdd8a08ec4bec541f68a380e9079445ecd9679f428466fa5977d6445e3	8131c7bdd8a08ec4bec541f68a380e9079445ecd9679f428466fa5977d6445e3	EXACT_HASH_MATCH	lines	426	lines	426	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-088	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	How to Good SPV 284de8546217803e8df1e64c534f4725.md		How to Good SPV 284de8546217803e8df1e64c534f4725.md	md	65faca19ab2f9a4ccbc3ba461f98e5f62c6ce0dcb9308e4dac77a797a88284df	65faca19ab2f9a4ccbc3ba461f98e5f62c6ce0dcb9308e4dac77a797a88284df	EXACT_HASH_MATCH	lines	794	lines	794	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-089	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Leader as Coach 285de8546217801fb244cc465552a1d9.md		Leader as Coach 285de8546217801fb244cc465552a1d9.md	md	6e69df979b3e64fc5874833b29c17370c47790c984b68c30c4ad8308364bbcd6	6e69df979b3e64fc5874833b29c17370c47790c984b68c30c4ad8308364bbcd6	EXACT_HASH_MATCH	lines	1021	lines	1021	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-090	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Network Assisting Program (NAP) 197de854621780fa8940dc8f8705c324.md		Network Assisting Program (NAP) 197de854621780fa8940dc8f8705c324.md	md	4bde2685e7cb9f3ce850f91564ae9024acd8a96b2eec9c4783fef19a5288d7c4	4bde2685e7cb9f3ce850f91564ae9024acd8a96b2eec9c4783fef19a5288d7c4	EXACT_HASH_MATCH	lines	1	lines	1	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-091	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	NHDP 13cde8546217809fbff8fd050c0ada94.md		NHDP 13cde8546217809fbff8fd050c0ada94.md	md	d251eb02e273e41622e69d8fcaaf61c160bda7aeb0fb44986e558dca637739a4	d251eb02e273e41622e69d8fcaaf61c160bda7aeb0fb44986e558dca637739a4	EXACT_HASH_MATCH	lines	561	lines	561	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-092	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	NPS 286de854621780b89eadfbf5a9978704.md		NPS 286de854621780b89eadfbf5a9978704.md	md	599b328c1513ccabed3a2d50dd7cc46fd5cce58a1a1e1a354485fb4c666282d0	599b328c1513ccabed3a2d50dd7cc46fd5cce58a1a1e1a354485fb4c666282d0	EXACT_HASH_MATCH	lines	125	lines	125	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-093	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Organizational Development 286de85462178012b249c4e93d559cc2.md		Organizational Development 286de85462178012b249c4e93d559cc2.md	md	e341d0590c46d2268e62bd5737b33db79179465a54f724d1d75f3641b301a599	e341d0590c46d2268e62bd5737b33db79179465a54f724d1d75f3641b301a599	EXACT_HASH_MATCH	lines	195	lines	195	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-094	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Power of Moments 286de854621780c28241e5e09a463375.md		Power of Moments 286de854621780c28241e5e09a463375.md	md	c2a1ae36b68a10069625382c563007231c29ab7ac4cdf0765d89626f4393402a	c2a1ae36b68a10069625382c563007231c29ab7ac4cdf0765d89626f4393402a	EXACT_HASH_MATCH	lines	558	lines	558	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-095	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Presentation in Action 285de854621780f58cbdfb02ae67ffb9.md		Presentation in Action 285de854621780f58cbdfb02ae67ffb9.md	md	b481fc14e86382cab46dac03d2e7c00cb709c78291285e90f9e8b72ae7a2dfe2	b481fc14e86382cab46dac03d2e7c00cb709c78291285e90f9e8b72ae7a2dfe2	EXACT_HASH_MATCH	lines	655	lines	655	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-096	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Project Dashboard Sales Power BI 1bdde854621780f881a9e60c65836e63.md		Project Dashboard Sales Power BI 1bdde854621780f881a9e60c65836e63.md	md	02cc3fcfa6f97ce7f89692b01eead007c1789d7aa0d2c602ebbf6a7494fdfe10	02cc3fcfa6f97ce7f89692b01eead007c1789d7aa0d2c602ebbf6a7494fdfe10	EXACT_HASH_MATCH	lines	55	lines	55	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-097	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Reshape 317de8546217800a9a63e12937400d72.md		Reshape 317de8546217800a9a63e12937400d72.md	md	11ab36c28f921e2767dedabfccec08e04618d58d3a7914e23480c4504af4d174	11ab36c28f921e2767dedabfccec08e04618d58d3a7914e23480c4504af4d174	EXACT_HASH_MATCH	lines	34	lines	34	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-098	NOTION	IDENTICAL_DUPLICATE_ALIAS	WD-SRC-078	SECRET_EXCLUDED	FORBIDDEN	[REDACTED_SECRET_NOTE]		[REDACTED_SECRET_NOTE]	md	[REDACTED]	[REDACTED]	EXACT_HASH_MATCH	lines	5	lines	5	YES		EXCLUDED_BY_SECURITY	MANIFEST_METADATA_VERIFIED	Identical content SHA256 match with WD-SRC-078		EXCLUDED_SECRET	YES	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED		Verified from canonical manifest and evidence inventory.
WD-SRC-099	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Skrip 1ddde854621780fca3fbcc02ace2fba6.md		Skrip 1ddde854621780fca3fbcc02ace2fba6.md	md	d5f9944eaeefd2a5f2db6f1e259dd6a60fe7450e3a4cbbeee7165d00ece8ba70	d5f9944eaeefd2a5f2db6f1e259dd6a60fe7450e3a4cbbeee7165d00ece8ba70	EXACT_HASH_MATCH	lines	330	lines	330	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-100	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Summary 285de8546217802eb416cee1aca3c29f.md		Summary 285de8546217802eb416cee1aca3c29f.md	md	fd644cc3272e3f85e26c674a13fa80a44fb3eb33f398d84f98d39fa69cda186b	fd644cc3272e3f85e26c674a13fa80a44fb3eb33f398d84f98d39fa69cda186b	EXACT_HASH_MATCH	lines	125	lines	125	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-101	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Test 645ef996a2f144229b5cfed41016c9be.md		Test 645ef996a2f144229b5cfed41016c9be.md	md	034ad283878f3636a69581f0b86870564dfd2c0d6366b35cdfeb84e70908084a	034ad283878f3636a69581f0b86870564dfd2c0d6366b35cdfeb84e70908084a	EXACT_HASH_MATCH	lines	234	lines	234	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-102	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Training c3ad656f8b4e433b9a918ce04183d397.md		Training c3ad656f8b4e433b9a918ce04183d397.md	md	301147571f2e278802400b99baa0844e5fec6933642c3ccc608509fc4d277c52	301147571f2e278802400b99baa0844e5fec6933642c3ccc608509fc4d277c52	EXACT_HASH_MATCH	lines	20	lines	20	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-103	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Work 13fde85462178026a231eeb63ec903ca.md		Work 13fde85462178026a231eeb63ec903ca.md	md	e59461e2f28a01bbe46a9a4d54f730f0413d0d0fb1f6f211f4c02a8fc26c9041	e59461e2f28a01bbe46a9a4d54f730f0413d0d0fb1f6f211f4c02a8fc26c9041	EXACT_HASH_MATCH	lines	17	lines	17	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-104	NOTION	OUT_OF_SCOPE		OUT_OF_SCOPE	NONE	Working Holiday Visa Aussie 14dde8546217803d994fcc1c0de3cccb.md		Working Holiday Visa Aussie 14dde8546217803d994fcc1c0de3cccb.md	md	[REDACTED]	[REDACTED]	EXACT_HASH_MATCH	lines	1548	lines	1548	YES		EXCLUDED_BY_SCOPE	MANIFEST_METADATA_VERIFIED			OUT_OF_SCOPE	YES	EXCLUDED	VERIFIED	EXCLUDED	EXCLUDED		Excluded from professional WorkDesk scope.
WD-SRC-105	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Workshop 284de854621780baa650e24357902e1c.md		Workshop 284de854621780baa650e24357902e1c.md	md	6daff53e9c4741c45014675b16d519f67b14e71f703b811db561b648336857b7	6daff53e9c4741c45014675b16d519f67b14e71f703b811db561b648336857b7	EXACT_HASH_MATCH	lines	131	lines	131	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
WD-SRC-106	NOTION	ORIGINAL_SEMANTIC_SOURCE		PRESENTER_OR_OWNER_NOTES	SUPPLEMENTARY	Wrap up materi assdp 284de854621780f489f6d7baf6f0b5e2.md		Wrap up materi assdp 284de854621780f489f6d7baf6f0b5e2.md	md	5d68d15e959798754dcb1f5081aa56943a9305d82f89ee5fcb416e9546e57254	5d68d15e959798754dcb1f5081aa56943a9305d82f89ee5fcb416e9546e57254	EXACT_HASH_MATCH	lines	759	lines	759	YES		VERIFIED_ACCESSIBLE	MANIFEST_METADATA_VERIFIED			PUBLIC_SAFE_METADATA	YES	NOT_YET	VERIFIED	NOT_STARTED	NOT_STARTED		Verified from canonical manifest and evidence inventory.
